Freq.	I(C1)	I(C2)	I(C3)	I(C4)
1.10003197843957e+03	-2.49689426192763e-01,4.53047447310826e-05	-2.49686121303909e-01,-1.17688722570114e-04	-2.49687509541389e-01,-3.92789306569355e-05	-2.49689323056338e-01,1.17567228335183e-04
1.11003217824357e+03	-2.49689454398940e-01,4.57253192504375e-05	-2.49686089129997e-01,-1.18751778946555e-04	-2.49687502730056e-01,-3.96283203047328e-05	-2.49689349372098e-01,1.18645427659812e-04
1.12003237804756e+03	-2.49689482860743e-01,4.61458363206782e-05	-2.49686056664418e-01,-1.19814944005375e-04	-2.49687495856943e-01,-3.99777953521263e-05	-2.49689375926219e-01,1.19723588528516e-04
1.13003257785156e+03	-2.49689511578230e-01,4.65662979057556e-05	-2.49686023907205e-01,-1.20878216245953e-04	-2.49687488922092e-01,-4.03273540879828e-05	-2.49689402718755e-01,1.20801713077011e-04
1.14003277765555e+03	-2.49689540551362e-01,4.69867061210391e-05	-2.49685990858295e-01,-1.21941594016365e-04	-2.49687481925451e-01,-4.06769946499028e-05	-2.49689429749661e-01,1.21879803592402e-04
1.15003297745955e+03	-2.49689569780154e-01,4.74070627941454e-05	-2.49685957517680e-01,-1.23005075952710e-04	-2.49687474867021e-01,-4.10267154632570e-05	-2.49689457018951e-01,1.22957862074001e-04
1.16003317726355e+03	-2.49689599264660e-01,4.78273697877493e-05	-2.49685923885389e-01,-1.24068660655717e-04	-2.49687467746842e-01,-4.13765149180532e-05	-2.49689484526672e-01,1.24035890556203e-04
1.17003337706754e+03	-2.49689629004842e-01,4.82476289710913e-05	-2.49685889961361e-01,-1.25132346719858e-04	-2.49687460564862e-01,-4.17263913983367e-05	-2.49689512272783e-01,1.25113891080100e-04
1.18003357687154e+03	-2.49689659000735e-01,4.86678421130049e-05	-2.49685855745605e-01,-1.26196132840017e-04	-2.49687453321101e-01,-4.20763433881450e-05	-2.49689540257313e-01,1.26191865586281e-04
1.19003377667553e+03	-2.49689689252343e-01,4.90880107787583e-05	-2.49685821238099e-01,-1.27260017914662e-04	-2.49687446015548e-01,-4.24263695752967e-05	-2.49689568480263e-01,1.27269815811726e-04
1.20003397647953e+03	-2.49689719759679e-01,4.95081367523950e-05	-2.49685786438834e-01,-1.28324000623465e-04	-2.49687438648202e-01,-4.27764684286091e-05	-2.49689596941641e-01,1.28347743712445e-04
1.21003417628353e+03	-2.49689750522760e-01,4.99282215521148e-05	-2.49685751347799e-01,-1.29388079912131e-04	-2.49687431219066e-01,-4.31266386832041e-05	-2.49689625641459e-01,1.29425650978369e-04
1.22003437608752e+03	-2.49689781541572e-01,5.03482668239115e-05	-2.49685715964956e-01,-1.30452254598607e-04	-2.49687423728110e-01,-4.34768789462109e-05	-2.49689654579699e-01,1.30503539427350e-04
1.23003457589152e+03	-2.49689812816166e-01,5.07682739307753e-05	-2.49685680290330e-01,-1.31516523783877e-04	-2.49687416175371e-01,-4.38271881077398e-05	-2.49689683756408e-01,1.31581410594165e-04
1.24003477569552e+03	-2.49689844346519e-01,5.11882444578028e-05	-2.49685644323871e-01,-1.32580886346834e-04	-2.49687408560809e-01,-4.41775648359129e-05	-2.49689713171556e-01,1.32659266235875e-04
1.25003497549951e+03	-2.49689876132674e-01,5.16081796975675e-05	-2.49685608065597e-01,-1.33645341458827e-04	-2.49687400884453e-01,-4.45280080912691e-05	-2.49689742825183e-01,1.33737107817101e-04
1.26003517530351e+03	-2.49689908174611e-01,5.20280811642126e-05	-2.49685571515461e-01,-1.34709888070067e-04	-2.49687393146269e-01,-4.48785166130914e-05	-2.49689772717265e-01,1.34814937023642e-04
1.27003537510750e+03	-2.49689940472358e-01,5.24479500975034e-05	-2.49685534673466e-01,-1.35774525404854e-04	-2.49687385346267e-01,-4.52290894147304e-05	-2.49689802847823e-01,1.35892755267368e-04
1.28003557491150e+03	-2.49689973025923e-01,5.28677878372429e-05	-2.49685497539589e-01,-1.36839252587654e-04	-2.49687377484440e-01,-4.55797254098310e-05	-2.49689833216861e-01,1.36970564060048e-04
1.29003577471550e+03	-2.49690005835329e-01,5.32875955946013e-05	-2.49685460113831e-01,-1.37904068871536e-04	-2.49687369560796e-01,-4.59304236405415e-05	-2.49689863824398e-01,1.38048364784677e-04
1.30003597451949e+03	-2.49690038900569e-01,5.37073746572000e-05	-2.49685422396156e-01,-1.38968973433396e-04	-2.49687361575312e-01,-4.62811830726337e-05	-2.49689894670422e-01,1.39126158900946e-04
